linha=1 | nome=Igor | acao=executou o benchmark | valor=1959
linha=2446 | nome=Igor | acao=otimizou o algoritmo | valor=8695
linha=2447 | nome=Joao | acao=participou da aula | valor=2787
linha=2448 | nome=Daniela | acao=fez um experimento | valor=6284
linha=2449 | nome=Carlos | acao=otimizou o algoritmo | valor=8480
linha=2450 | nome=Paulo | acao=otimizou o algoritmo | valor=2434
linha=2451 | nome=Karen | acao=estudou computacao | valor=1778
linha=2452 | nome=Daniela | acao=estudou computacao | valor=4875
linha=2453 | nome=Renata | acao=otimizou o algoritmo | valor=1071
linha=2454 | nome=Daniela | acao=executou o benchmark | valor=6357
linha=2455 | nome=Vitor | acao=comparou as metricas | valor=5489
linha=2456 | nome=Carlos | acao=fez um experimento | valor=6776
linha=2457 | nome=Felipe | acao=otimizou o algoritmo | valor=8664
linha=2458 | nome=Helena | acao=otimizou o algoritmo | valor=3542
linha=2459 | nome=Natalia | acao=otimizou o algoritmo | valor=5247
linha=2460 | nome=Carlos | acao=comparou as metricas | valor=9362
linha=2461 | nome=Bruno | acao=escreveu o relatorio | valor=9329
linha=2462 | nome=Eduarda | acao=analisou os resultados | valor=1786
linha=2463 | nome=Joao | acao=escreveu o relatorio | valor=9491
linha=2464 | nome=Natalia | acao=participou da aula | valor=9322
linha=2465 | nome=Helena | acao=participou da aula | valor=5508
linha=2466 | nome=Natalia | acao=executou o benchmark | valor=7002
linha=2467 | nome=Bruno | acao=executou o benchmark | valor=1491
linha=2468 | nome=Eduarda | acao=comparou as metricas | valor=9932
linha=2469 | nome=Felipe | acao=estudou computacao | valor=2094
linha=2470 | nome=Bruno | acao=participou da aula | valor=5804
linha=2471 | nome=Paulo | acao=estudou computacao | valor=6465
linha=2472 | nome=Ana | acao=analisou os resultados | valor=3844
linha=2473 | nome=Igor | acao=fez um experimento | valor=9966
linha=2474 | nome=Gabriela | acao=otimizou o algoritmo | valor=3955
linha=2475 | nome=Eduarda | acao=executou o benchmark | valor=7672
linha=2476 | nome=Daniela | acao=fez um experimento | valor=9867
linha=2477 | nome=Carlos | acao=fez um experimento | valor=6881
linha=2478 | nome=Carlos | acao=otimizou o algoritmo | valor=1331
linha=2479 | nome=Vitor | acao=otimizou o algoritmo | valor=6269
linha=2480 | nome=Paulo | acao=fez um experimento | valor=3197
linha=2481 | nome=Igor | acao=otimizou o algoritmo | valor=7619
linha=2482 | nome=Eduarda | acao=otimizou o algoritmo | valor=8269
linha=2483 | nome=Vitor | acao=estudou computacao | valor=5530
linha=2484 | nome=Natalia | acao=otimizou o algoritmo | valor=8016
linha=2485 | nome=Natalia | acao=executou o benchmark | valor=7896
linha=2486 | nome=Joao | acao=comparou as metricas | valor=6411
linha=2487 | nome=Mariana | acao=analisou os resultados | valor=8225
linha=2488 | nome=Lucas | acao=participou da aula | valor=4934
linha=2489 | nome=Natalia | acao=executou o benchmark | valor=5140
linha=2490 | nome=Daniela | acao=comparou as metricas | valor=7209
linha=2491 | nome=Bruno | acao=analisou os resultados | valor=2769
linha=2492 | nome=Natalia | acao=analisou os resultados | valor=4086
linha=2493 | nome=Gabriela | acao=participou da aula | valor=4267
linha=2494 | nome=Mariana | acao=escreveu o relatorio | valor=4103
linha=2495 | nome=Renata | acao=otimizou o algoritmo | valor=7519
linha=2496 | nome=Karen | acao=fez um experimento | valor=2288
linha=2497 | nome=Paulo | acao=fez um experimento | valor=1637
linha=2498 | nome=Renata | acao=fez um experimento | valor=8996
linha=2499 | nome=Bruno | acao=estudou computacao | valor=4143
linha=2500 | nome=Karen | acao=comparou as metricas | valor=9676
linha=2501 | nome=Daniela | acao=analisou os resultados | valor=2442
linha=2502 | nome=Karen | acao=comparou as metricas | valor=1259
linha=2503 | nome=Daniela | acao=estudou computacao | valor=9576
linha=2504 | nome=Felipe | acao=fez um experimento | valor=9780
linha=2505 | nome=Natalia | acao=analisou os resultados | valor=5222
linha=2506 | nome=Gabriela | acao=otimizou o algoritmo | valor=3793
linha=2507 | nome=Mariana | acao=comparou as metricas | valor=9965
linha=2508 | nome=Vitor | acao=participou da aula | valor=2811
linha=2509 | nome=Eduarda | acao=participou da aula | valor=2365
linha=2510 | nome=Eduarda | acao=analisou os resultados | valor=3301
linha=2511 | nome=Helena | acao=escreveu o relatorio | valor=9862
linha=2512 | nome=Paulo | acao=escreveu o relatorio | valor=6434
linha=2513 | nome=Daniela | acao=executou o benchmark | valor=2959
linha=2514 | nome=Vitor | acao=escreveu o relatorio | valor=1311
linha=2515 | nome=Mariana | acao=otimizou o algoritmo | valor=4240
linha=2516 | nome=Lucas | acao=participou da aula | valor=5148
linha=2517 | nome=Vitor | acao=participou da aula | valor=4128
linha=2518 | nome=Helena | acao=otimizou o algoritmo | valor=8737
linha=2519 | nome=Paulo | acao=fez um experimento | valor=9790
linha=2520 | nome=Gabriela | acao=escreveu o relatorio | valor=6442
linha=2521 | nome=Mariana | acao=estudou computacao | valor=8700
linha=2522 | nome=Felipe | acao=executou o benchmark | valor=7117
linha=2523 | nome=Tiago | acao=estudou computacao | valor=1539
linha=2524 | nome=Lucas | acao=escreveu o relatorio | valor=4132
linha=2525 | nome=Ana | acao=otimizou o algoritmo | valor=5183
linha=2526 | nome=Gabriela | acao=executou o benchmark | valor=3331
linha=2527 | nome=Joao | acao=executou o benchmark | valor=9368
linha=2528 | nome=Mariana | acao=comparou as metricas | valor=9444
linha=2529 | nome=Renata | acao=escreveu o relatorio | valor=7646
linha=2530 | nome=Carlos | acao=fez um experimento | valor=7939
linha=2531 | nome=Ana | acao=otimizou o algoritmo | valor=2412
linha=2532 | nome=Paulo | acao=participou da aula | valor=5952
linha=2533 | nome=Ana | acao=estudou computacao | valor=5148
linha=2534 | nome=Natalia | acao=executou o benchmark | valor=4823
linha=2535 | nome=Sofia | acao=analisou os resultados | valor=6079
linha=2536 | nome=Sofia | acao=otimizou o algoritmo | valor=6493
linha=2537 | nome=Igor | acao=fez um experimento | valor=8696
linha=2538 | nome=Joao | acao=executou o benchmark | valor=3343
linha=2539 | nome=Helena | acao=executou o benchmark | valor=1594
linha=2540 | nome=Mariana | acao=estudou computacao | valor=8894
linha=2541 | nome=Carlos | acao=analisou os resultados | valor=9194
linha=2542 | nome=Vitor | acao=escreveu o relatorio | valor=2531
linha=2543 | nome=Paulo | acao=fez um experimento | valor=2675
linha=2544 | nome=Igor | acao=analisou os resultados | valor=3642
linha=2545 | nome=Karen | acao=fez um experimento | valor=3320
linha=2546 | nome=Mariana | acao=participou da aula | valor=4607
linha=2547 | nome=Carlos | acao=analisou os resultados | valor=3540
linha=2548 | nome=Daniela | acao=comparou as metricas | valor=2395
linha=2549 | nome=Paulo | acao=analisou os resultados | valor=7706
linha=2550 | nome=Paulo | acao=otimizou o algoritmo | valor=2451
linha=2551 | nome=Renata | acao=escreveu o relatorio | valor=7484
linha=2552 | nome=Helena | acao=otimizou o algoritmo | valor=8157
linha=2553 | nome=Daniela | acao=otimizou o algoritmo | valor=6778
linha=2554 | nome=Sofia | acao=otimizou o algoritmo | valor=6340
linha=2555 | nome=Eduarda | acao=analisou os resultados | valor=5260
linha=2556 | nome=Renata | acao=estudou computacao | valor=1977
linha=2557 | nome=Igor | acao=participou da aula | valor=6481
linha=2558 | nome=Mariana | acao=comparou as metricas | valor=7020
linha=2559 | nome=Carlos | acao=fez um experimento | valor=3278
linha=2560 | nome=Eduarda | acao=fez um experimento | valor=4460
linha=2561 | nome=Joao | acao=executou o benchmark | valor=4233
linha=2562 | nome=Vitor | acao=escreveu o relatorio | valor=2330
linha=2563 | nome=Renata | acao=otimizou o algoritmo | valor=9556
linha=2564 | nome=Daniela | acao=estudou computacao | valor=1373
linha=2565 | nome=Sofia | acao=executou o benchmark | valor=5796
linha=2566 | nome=Joao | acao=comparou as metricas | valor=5602
linha=2567 | nome=Igor | acao=analisou os resultados | valor=8142
linha=2568 | nome=Carlos | acao=analisou os resultados | valor=5643
linha=2569 | nome=Karen | acao=participou da aula | valor=8581
linha=2570 | nome=Karen | acao=escreveu o relatorio | valor=2607
linha=2571 | nome=Mariana | acao=executou o benchmark | valor=6190
linha=2572 | nome=Ana | acao=comparou as metricas | valor=8861
linha=2573 | nome=Renata | acao=analisou os resultados | valor=8714
linha=2574 | nome=Felipe | acao=analisou os resultados | valor=7912
linha=2575 | nome=Natalia | acao=escreveu o relatorio | valor=2767
linha=2576 | nome=Ana | acao=otimizou o algoritmo | valor=3608
linha=2577 | nome=Felipe | acao=estudou computacao | valor=3463
linha=2578 | nome=Lucas | acao=analisou os resultados | valor=9660
linha=2579 | nome=Tiago | acao=executou o benchmark | valor=1687
linha=2580 | nome=Daniela | acao=otimizou o algoritmo | valor=9044
linha=2581 | nome=Felipe | acao=estudou computacao | valor=8906
linha=2582 | nome=Karen | acao=analisou os resultados | valor=2164
linha=2583 | nome=Otavio | acao=escreveu o relatorio | valor=2186
linha=2584 | nome=Felipe | acao=analisou os resultados | valor=5080
linha=2585 | nome=Carlos | acao=estudou computacao | valor=3680
linha=2586 | nome=Natalia | acao=escreveu o relatorio | valor=4681
linha=2587 | nome=Ana | acao=executou o benchmark | valor=5481
linha=2588 | nome=Ana | acao=escreveu o relatorio | valor=8257
linha=2589 | nome=Paulo | acao=participou da aula | valor=9962
linha=2590 | nome=Mariana | acao=analisou os resultados | valor=6029
linha=2591 | nome=Ana | acao=comparou as metricas | valor=8741
linha=2592 | nome=Daniela | acao=fez um experimento | valor=8089
linha=2593 | nome=Sofia | acao=comparou as metricas | valor=2639
linha=2594 | nome=Vitor | acao=participou da aula | valor=4358
linha=2595 | nome=Sofia | acao=estudou computacao | valor=5588
linha=2596 | nome=Sofia | acao=analisou os resultados | valor=2363
linha=2597 | nome=Natalia | acao=participou da aula | valor=7887
linha=2598 | nome=Daniela | acao=comparou as metricas | valor=4917
linha=2599 | nome=Felipe | acao=analisou os resultados | valor=7759
linha=2600 | nome=Sofia | acao=participou da aula | valor=7827
linha=2601 | nome=Eduarda | acao=otimizou o algoritmo | valor=7624
linha=2602 | nome=Sofia | acao=executou o benchmark | valor=8062
linha=2603 | nome=Bruno | acao=comparou as metricas | valor=6285
linha=2604 | nome=Ana | acao=comparou as metricas | valor=5354
linha=2605 | nome=Mariana | acao=estudou computacao | valor=7052
linha=2606 | nome=Natalia | acao=fez um experimento | valor=7262
linha=2607 | nome=Mariana | acao=estudou computacao | valor=5461
linha=2608 | nome=Joao | acao=escreveu o relatorio | valor=6541
linha=2609 | nome=Renata | acao=executou o benchmark | valor=1738
linha=2610 | nome=Natalia | acao=analisou os resultados | valor=7550
linha=2611 | nome=Gabriela | acao=escreveu o relatorio | valor=3424
linha=2612 | nome=Carlos | acao=analisou os resultados | valor=8399
linha=2613 | nome=Igor | acao=executou o benchmark | valor=2163
linha=2614 | nome=Otavio | acao=escreveu o relatorio | valor=9452
linha=2615 | nome=Carlos | acao=fez um experimento | valor=2193
linha=2616 | nome=Gabriela | acao=comparou as metricas | valor=7454
linha=2617 | nome=Tiago | acao=participou da aula | valor=3610
linha=2618 | nome=Sofia | acao=participou da aula | valor=7669
linha=2619 | nome=Natalia | acao=analisou os resultados | valor=2468
linha=2620 | nome=Bruno | acao=escreveu o relatorio | valor=4211
linha=2621 | nome=Igor | acao=fez um experimento | valor=7207
linha=2622 | nome=Otavio | acao=escreveu o relatorio | valor=7791
linha=2623 | nome=Eduarda | acao=participou da aula | valor=6433
linha=2624 | nome=Joao | acao=executou o benchmark | valor=8084
linha=2625 | nome=Ana | acao=escreveu o relatorio | valor=3915
linha=2626 | nome=Bruno | acao=executou o benchmark | valor=7739
linha=2627 | nome=Karen | acao=fez um experimento | valor=5869
linha=2628 | nome=Otavio | acao=participou da aula | valor=6722
linha=2629 | nome=Mariana | acao=otimizou o algoritmo | valor=2002
linha=2630 | nome=Sofia | acao=executou o benchmark | valor=3030
linha=2631 | nome=Renata | acao=fez um experimento | valor=8901
linha=2632 | nome=Natalia | acao=comparou as metricas | valor=7479
linha=2633 | nome=Eduarda | acao=otimizou o algoritmo | valor=4515
linha=2634 | nome=Karen | acao=comparou as metricas | valor=1161
linha=2635 | nome=Carlos | acao=executou o benchmark | valor=9828
linha=2636 | nome=Mariana | acao=escreveu o relatorio | valor=1954
linha=2637 | nome=Eduarda | acao=executou o benchmark | valor=5996
linha=2638 | nome=Tiago | acao=analisou os resultados | valor=3507
linha=2639 | nome=Karen | acao=fez um experimento | valor=9956
linha=2640 | nome=Paulo | acao=executou o benchmark | valor=2512
linha=2641 | nome=Natalia | acao=participou da aula | valor=1210
linha=2642 | nome=Mariana | acao=analisou os resultados | valor=2237
linha=2643 | nome=Lucas | acao=executou o benchmark | valor=8315
linha=2644 | nome=Sofia | acao=otimizou o algoritmo | valor=8149
linha=2645 | nome=Bruno | acao=escreveu o relatorio | valor=8515
linha=2646 | nome=Mariana | acao=comparou as metricas | valor=6300
linha=2647 | nome=Karen | acao=comparou as metricas | valor=2605
linha=2648 | nome=Natalia | acao=escreveu o relatorio | valor=8958
linha=2649 | nome=Tiago | acao=executou o benchmark | valor=3226
linha=2650 | nome=Carlos | acao=executou o benchmark | valor=8754
linha=2651 | nome=Felipe | acao=estudou computacao | valor=2772
linha=2652 | nome=Felipe | acao=participou da aula | valor=4362
linha=2653 | nome=Vitor | acao=comparou as metricas | valor=5616
linha=2654 | nome=Joao | acao=otimizou o algoritmo | valor=4552
linha=2655 | nome=Joao | acao=analisou os resultados | valor=1280
linha=2656 | nome=Ana | acao=fez um experimento | valor=6214
linha=2657 | nome=Tiago | acao=participou da aula | valor=8256
linha=2658 | nome=Daniela | acao=estudou computacao | valor=8151
linha=2659 | nome=Daniela | acao=estudou computacao | valor=1612
linha=2660 | nome=Helena | acao=comparou as metricas | valor=1858
linha=2661 | nome=Paulo | acao=escreveu o relatorio | valor=5162
linha=2662 | nome=Igor | acao=fez um experimento | valor=7988
linha=2663 | nome=Paulo | acao=otimizou o algoritmo | valor=9947
linha=2664 | nome=Helena | acao=escreveu o relatorio | valor=4373
linha=2665 | nome=Vitor | acao=otimizou o algoritmo | valor=9664
linha=2666 | nome=Helena | acao=estudou computacao | valor=9821
linha=2667 | nome=Natalia | acao=otimizou o algoritmo | valor=8432
linha=2668 | nome=Tiago | acao=otimizou o algoritmo | valor=7898
linha=2669 | nome=Tiago | acao=comparou as metricas | valor=8078
linha=2670 | nome=Daniela | acao=otimizou o algoritmo | valor=9476
linha=2671 | nome=Daniela | acao=executou o benchmark | valor=4693
linha=2672 | nome=Bruno | acao=otimizou o algoritmo | valor=5569
linha=2673 | nome=Karen | acao=participou da aula | valor=4220
linha=2674 | nome=Carlos | acao=otimizou o algoritmo | valor=2841
linha=2675 | nome=Daniela | acao=escreveu o relatorio | valor=4567
linha=2676 | nome=Mariana | acao=executou o benchmark | valor=1262
linha=2677 | nome=Lucas | acao=escreveu o relatorio | valor=6905
linha=2678 | nome=Carlos | acao=executou o benchmark | valor=4525
linha=2679 | nome=Renata | acao=analisou os resultados | valor=1629
linha=2680 | nome=Otavio | acao=comparou as metricas | valor=9197
linha=2681 | nome=Helena | acao=otimizou o algoritmo | valor=5908
linha=2682 | nome=Mariana | acao=executou o benchmark | valor=4788
linha=2683 | nome=Renata | acao=participou da aula | valor=7274
linha=2684 | nome=Gabriela | acao=estudou computacao | valor=2055
linha=2685 | nome=Otavio | acao=analisou os resultados | valor=8116
linha=2686 | nome=Paulo | acao=analisou os resultados | valor=1930
linha=2687 | nome=Renata | acao=otimizou o algoritmo | valor=6681
linha=2688 | nome=Renata | acao=executou o benchmark | valor=4136
linha=2689 | nome=Otavio | acao=participou da aula | valor=6883
linha=2690 | nome=Renata | acao=executou o benchmark | valor=5760
linha=2691 | nome=Carlos | acao=escreveu o relatorio | valor=6350
linha=2692 | nome=Paulo | acao=comparou as metricas | valor=2250
linha=2693 | nome=Tiago | acao=participou da aula | valor=9865
linha=2694 | nome=Otavio | acao=participou da aula | valor=5690
linha=2695 | nome=Carlos | acao=executou o benchmark | valor=5603
linha=2696 | nome=Ana | acao=analisou os resultados | valor=1333
linha=2697 | nome=Sofia | acao=participou da aula | valor=3829
linha=2698 | nome=Karen | acao=otimizou o algoritmo | valor=8659
linha=2699 | nome=Bruno | acao=analisou os resultados | valor=6122
linha=2700 | nome=Igor | acao=comparou as metricas | valor=2679
linha=2701 | nome=Mariana | acao=executou o benchmark | valor=6825
linha=2702 | nome=Mariana | acao=participou da aula | valor=1475
linha=2703 | nome=Mariana | acao=fez um experimento | valor=2612
linha=2704 | nome=Renata | acao=fez um experimento | valor=7781
linha=2705 | nome=Renata | acao=comparou as metricas | valor=9603
linha=2706 | nome=Bruno | acao=fez um experimento | valor=5421
linha=2707 | nome=Natalia | acao=fez um experimento | valor=5082
linha=2708 | nome=Mariana | acao=participou da aula | valor=6579
linha=2709 | nome=Natalia | acao=escreveu o relatorio | valor=5643
linha=2710 | nome=Otavio | acao=escreveu o relatorio | valor=2484
linha=2711 | nome=Joao | acao=analisou os resultados | valor=2345
linha=2712 | nome=Tiago | acao=analisou os resultados | valor=7662
linha=2713 | nome=Helena | acao=estudou computacao | valor=4997
linha=2714 | nome=Joao | acao=analisou os resultados | valor=5522
linha=2715 | nome=Joao | acao=participou da aula | valor=3778
linha=2716 | nome=Eduarda | acao=analisou os resultados | valor=5034
linha=2717 | nome=Otavio | acao=comparou as metricas | valor=7024
linha=2718 | nome=Lucas | acao=otimizou o algoritmo | valor=3621
linha=2719 | nome=Lucas | acao=participou da aula | valor=3521
linha=2720 | nome=Lucas | acao=fez um experimento | valor=8887
linha=2721 | nome=Felipe | acao=otimizou o algoritmo | valor=1908
linha=2722 | nome=Helena | acao=analisou os resultados | valor=6543
linha=2723 | nome=Lucas | acao=otimizou o algoritmo | valor=8032
linha=2724 | nome=Daniela | acao=comparou as metricas | valor=3941
linha=2725 | nome=Natalia | acao=estudou computacao | valor=3863
linha=2726 | nome=Bruno | acao=executou o benchmark | valor=9172
linha=2727 | nome=Bruno | acao=escreveu o relatorio | valor=3461
linha=2728 | nome=Daniela | acao=escreveu o relatorio | valor=2872
linha=2729 | nome=Renata | acao=escreveu o relatorio | valor=1194
linha=2730 | nome=Vitor | acao=escreveu o relatorio | valor=2967
linha=2731 | nome=Otavio | acao=escreveu o relatorio | valor=9214
linha=2732 | nome=Lucas | acao=analisou os resultados | valor=5701
linha=2733 | nome=Helena | acao=otimizou o algoritmo | valor=8057
linha=2734 | nome=Natalia | acao=estudou computacao | valor=2161
linha=2735 | nome=Renata | acao=escreveu o relatorio | valor=6625
linha=2736 | nome=Igor | acao=comparou as metricas | valor=5641
linha=2737 | nome=Paulo | acao=estudou computacao | valor=9560
linha=2738 | nome=Igor | acao=fez um experimento | valor=6391
linha=2739 | nome=Joao | acao=fez um experimento | valor=9545
linha=2740 | nome=Helena | acao=analisou os resultados | valor=8089
linha=2741 | nome=Tiago | acao=fez um experimento | valor=7401
linha=2742 | nome=Helena | acao=executou o benchmark | valor=7534
linha=2743 | nome=Vitor | acao=otimizou o algoritmo | valor=1907
linha=2744 | nome=Carlos | acao=comparou as metricas | valor=9859
linha=2745 | nome=Carlos | acao=analisou os resultados | valor=9746
linha=2746 | nome=Lucas | acao=fez um experimento | valor=5557
linha=2747 | nome=Tiago | acao=executou o benchmark | valor=5567
linha=2748 | nome=Paulo | acao=estudou computacao | valor=1641
linha=2749 | nome=Igor | acao=analisou os resultados | valor=6645
linha=2750 | nome=Felipe | acao=otimizou o algoritmo | valor=6744
linha=2751 | nome=Sofia | acao=participou da aula | valor=9130
linha=2752 | nome=Otavio | acao=participou da aula | valor=5693
linha=2753 | nome=Natalia | acao=participou da aula | valor=6240
linha=2754 | nome=Karen | acao=escreveu o relatorio | valor=5012
linha=2755 | nome=Lucas | acao=otimizou o algoritmo | valor=2458
linha=2756 | nome=Mariana | acao=analisou os resultados | valor=7173
linha=2757 | nome=Otavio | acao=executou o benchmark | valor=9044
linha=2758 | nome=Carlos | acao=escreveu o relatorio | valor=6843
linha=2759 | nome=Carlos | acao=analisou os resultados | valor=7114
linha=2760 | nome=Daniela | acao=participou da aula | valor=5668
linha=2761 | nome=Carlos | acao=escreveu o relatorio | valor=2497
linha=2762 | nome=Carlos | acao=escreveu o relatorio | valor=2958
linha=2763 | nome=Bruno | acao=comparou as metricas | valor=1523
linha=2764 | nome=Bruno | acao=comparou as metricas | valor=3810
linha=2765 | nome=Tiago | acao=fez um experimento | valor=6759
linha=2766 | nome=Ana | acao=executou o benchmark | valor=4178
linha=2767 | nome=Daniela | acao=estudou computacao | valor=7484
linha=2768 | nome=Renata | acao=comparou as metricas | valor=3513
linha=2769 | nome=Otavio | acao=fez um experimento | valor=5792
linha=2770 | nome=Natalia | acao=escreveu o relatorio | valor=5329
linha=2771 | nome=Natalia | acao=participou da aula | valor=6497
linha=2772 | nome=Tiago | acao=estudou computacao | valor=5477
linha=2773 | nome=Paulo | acao=analisou os resultados | valor=4521
linha=2774 | nome=Daniela | acao=estudou computacao | valor=3149
linha=2775 | nome=Eduarda | acao=estudou computacao | valor=3376
linha=2776 | nome=Gabriela | acao=fez um experimento | valor=4047
linha=2777 | nome=Felipe | acao=estudou computacao | valor=3368
linha=2778 | nome=Igor | acao=otimizou o algoritmo | valor=3826
linha=2779 | nome=Bruno | acao=escreveu o relatorio | valor=9626
linha=2780 | nome=Sofia | acao=escreveu o relatorio | valor=4998
linha=2781 | nome=Felipe | acao=executou o benchmark | valor=1744
linha=2782 | nome=Paulo | acao=fez um experimento | valor=3256
linha=2783 | nome=Mariana | acao=analisou os resultados | valor=1643
linha=2784 | nome=Paulo | acao=comparou as metricas | valor=4916
linha=2785 | nome=Natalia | acao=fez um experimento | valor=5992
linha=2786 | nome=Felipe | acao=otimizou o algoritmo | valor=5632
linha=2787 | nome=Renata | acao=otimizou o algoritmo | valor=3275
linha=2788 | nome=Carlos | acao=escreveu o relatorio | valor=5372
linha=2789 | nome=Joao | acao=otimizou o algoritmo | valor=5537
linha=2790 | nome=Renata | acao=fez um experimento | valor=1578
linha=2791 | nome=Vitor | acao=executou o benchmark | valor=6504
linha=2792 | nome=Tiago | acao=analisou os resultados | valor=4756
linha=2793 | nome=Vitor | acao=escreveu o relatorio | valor=9304
linha=2794 | nome=Bruno | acao=fez um experimento | valor=4722
linha=2795 | nome=Ana | acao=estudou computacao | valor=8275
linha=2796 | nome=Felipe | acao=fez um experimento | valor=6060
linha=2797 | nome=Mariana | acao=analisou os resultados | valor=5927
linha=2798 | nome=Felipe | acao=analisou os resultados | valor=9004
linha=2799 | nome=Paulo | acao=comparou as metricas | valor=7483
linha=2800 | nome=Carlos | acao=executou o benchmark | valor=3292
linha=2801 | nome=Renata | acao=fez um experimento | valor=9729
linha=2802 | nome=Felipe | acao=executou o benchmark | valor=1201
linha=2803 | nome=Eduarda | acao=escreveu o relatorio | valor=6144
linha=2804 | nome=Otavio | acao=escreveu o relatorio | valor=9476
linha=2805 | nome=Joao | acao=otimizou o algoritmo | valor=7810
linha=2806 | nome=Vitor | acao=participou da aula | valor=6839
linha=2807 | nome=Sofia | acao=analisou os resultados | valor=4033
linha=2808 | nome=Sofia | acao=otimizou o algoritmo | valor=3087
linha=2809 | nome=Mariana | acao=escreveu o relatorio | valor=4789
linha=2810 | nome=Eduarda | acao=analisou os resultados | valor=3800
linha=2811 | nome=Lucas | acao=analisou os resultados | valor=5753
linha=2812 | nome=Mariana | acao=fez um experimento | valor=9979
linha=2813 | nome=Sofia | acao=otimizou o algoritmo | valor=2394
linha=2814 | nome=Paulo | acao=fez um experimento | valor=1171
linha=2815 | nome=Gabriela | acao=executou o benchmark | valor=4823
linha=2816 | nome=Natalia | acao=estudou computacao | valor=1071
linha=2817 | nome=Natalia | acao=otimizou o algoritmo | valor=6364
linha=2818 | nome=Ana | acao=participou da aula | valor=8886
linha=2819 | nome=Natalia | acao=participou da aula | valor=1004
linha=2820 | nome=Lucas | acao=otimizou o algoritmo | valor=7503
linha=2821 | nome=Felipe | acao=comparou as metricas | valor=5047
linha=2822 | nome=Igor | acao=escreveu o relatorio | valor=3247
linha=2823 | nome=Lucas | acao=fez um experimento | valor=1574
linha=2824 | nome=Gabriela | acao=participou da aula | valor=2872
linha=2825 | nome=Mariana | acao=comparou as metricas | valor=2319
linha=2826 | nome=Carlos | acao=estudou computacao | valor=5259
linha=2827 | nome=Sofia | acao=fez um experimento | valor=3191
linha=2828 | nome=Ana | acao=estudou computacao | valor=3267
linha=2829 | nome=Helena | acao=estudou computacao | valor=7883
linha=2830 | nome=Otavio | acao=escreveu o relatorio | valor=5114
linha=2831 | nome=Ana | acao=estudou computacao | valor=9525
linha=2832 | nome=Felipe | acao=escreveu o relatorio | valor=9934
linha=2833 | nome=Sofia | acao=escreveu o relatorio | valor=6777
linha=2834 | nome=Karen | acao=otimizou o algoritmo | valor=1969
linha=2835 | nome=Renata | acao=analisou os resultados | valor=1817
linha=2836 | nome=Otavio | acao=comparou as metricas | valor=2697
linha=2837 | nome=Gabriela | acao=executou o benchmark | valor=3745
linha=2838 | nome=Ana | acao=executou o benchmark | valor=6891
linha=2839 | nome=Karen | acao=fez um experimento | valor=4665
linha=2840 | nome=Felipe | acao=fez um experimento | valor=9685
linha=2841 | nome=Ana | acao=analisou os resultados | valor=4698
linha=2842 | nome=Natalia | acao=participou da aula | valor=4359
linha=2843 | nome=Gabriela | acao=escreveu o relatorio | valor=2369
linha=2844 | nome=Sofia | acao=comparou as metricas | valor=3292
linha=2845 | nome=Vitor | acao=otimizou o algoritmo | valor=4760
linha=2846 | nome=Daniela | acao=otimizou o algoritmo | valor=7490
linha=2847 | nome=Bruno | acao=participou da aula | valor=6580
linha=2848 | nome=Lucas | acao=participou da aula | valor=3977
linha=2849 | nome=Gabriela | acao=escreveu o relatorio | valor=9658
linha=2850 | nome=Natalia | acao=executou o benchmark | valor=3693
linha=2851 | nome=Tiago | acao=otimizou o algoritmo | valor=3409
linha=2852 | nome=Mariana | acao=executou o benchmark | valor=4533
linha=2853 | nome=Joao | acao=escreveu o relatorio | valor=5109
linha=2854 | nome=Bruno | acao=comparou as metricas | valor=4858
linha=2855 | nome=Karen | acao=fez um experimento | valor=2037
linha=2856 | nome=Mariana | acao=participou da aula | valor=1551
linha=2857 | nome=Otavio | acao=participou da aula | valor=3310
linha=2858 | nome=Carlos | acao=participou da aula | valor=6039
linha=2859 | nome=Otavio | acao=otimizou o algoritmo | valor=2608
linha=2860 | nome=Vitor | acao=analisou os resultados | valor=6367
linha=2861 | nome=Carlos | acao=comparou as metricas | valor=6627
linha=2862 | nome=Renata | acao=executou o benchmark | valor=4524
linha=2863 | nome=Joao | acao=fez um experimento | valor=8594
linha=2864 | nome=Bruno | acao=participou da aula | valor=4776
linha=2865 | nome=Renata | acao=escreveu o relatorio | valor=2833
linha=2866 | nome=Felipe | acao=fez um experimento | valor=6503
linha=2867 | nome=Carlos | acao=participou da aula | valor=3820
linha=2868 | nome=Daniela | acao=analisou os resultados | valor=2110
linha=2869 | nome=Otavio | acao=analisou os resultados | valor=8840
linha=2870 | nome=Joao | acao=executou o benchmark | valor=8121
linha=2871 | nome=Renata | acao=analisou os resultados | valor=9532
linha=2872 | nome=Eduarda | acao=fez um experimento | valor=3003
linha=2873 | nome=Ana | acao=estudou computacao | valor=9635
linha=2874 | nome=Tiago | acao=escreveu o relatorio | valor=6092
linha=2875 | nome=Carlos | acao=participou da aula | valor=6649
linha=2876 | nome=Sofia | acao=participou da aula | valor=6994
linha=2877 | nome=Helena | acao=otimizou o algoritmo | valor=7286
linha=2878 | nome=Carlos | acao=estudou computacao | valor=8516
linha=2879 | nome=Bruno | acao=executou o benchmark | valor=8078
linha=2880 | nome=Karen | acao=otimizou o algoritmo | valor=6861
