linha=1 | nome=Felipe | acao=estudou computacao | valor=9965
linha=2195 | nome=Ana | acao=escreveu o relatorio | valor=3015
linha=2196 | nome=Eduarda | acao=comparou as metricas | valor=2401
linha=2197 | nome=Gabriela | acao=fez um experimento | valor=7385
linha=2198 | nome=Eduarda | acao=estudou computacao | valor=9452
linha=2199 | nome=Natalia | acao=fez um experimento | valor=3552
linha=2200 | nome=Igor | acao=fez um experimento | valor=9109
linha=2201 | nome=Lucas | acao=analisou os resultados | valor=2418
linha=2202 | nome=Bruno | acao=estudou computacao | valor=1246
linha=2203 | nome=Felipe | acao=otimizou o algoritmo | valor=1829
linha=2204 | nome=Eduarda | acao=executou o benchmark | valor=9097
linha=2205 | nome=Felipe | acao=otimizou o algoritmo | valor=7060
linha=2206 | nome=Otavio | acao=escreveu o relatorio | valor=6648
linha=2207 | nome=Eduarda | acao=participou da aula | valor=1185
linha=2208 | nome=Felipe | acao=participou da aula | valor=9757
linha=2209 | nome=Sofia | acao=analisou os resultados | valor=6637
linha=2210 | nome=Paulo | acao=analisou os resultados | valor=9679
linha=2211 | nome=Mariana | acao=fez um experimento | valor=7595
linha=2212 | nome=Bruno | acao=participou da aula | valor=3774
linha=2213 | nome=Karen | acao=analisou os resultados | valor=2778
linha=2214 | nome=Otavio | acao=executou o benchmark | valor=6787
linha=2215 | nome=Paulo | acao=otimizou o algoritmo | valor=2931
linha=2216 | nome=Carlos | acao=escreveu o relatorio | valor=6572
linha=2217 | nome=Sofia | acao=analisou os resultados | valor=3014
linha=2218 | nome=Igor | acao=fez um experimento | valor=7996
linha=2219 | nome=Karen | acao=executou o benchmark | valor=5867
linha=2220 | nome=Paulo | acao=executou o benchmark | valor=5913
linha=2221 | nome=Natalia | acao=comparou as metricas | valor=2982
linha=2222 | nome=Karen | acao=estudou computacao | valor=5312
linha=2223 | nome=Carlos | acao=escreveu o relatorio | valor=2298
linha=2224 | nome=Paulo | acao=participou da aula | valor=3882
linha=2225 | nome=Renata | acao=escreveu o relatorio | valor=4642
linha=2226 | nome=Tiago | acao=executou o benchmark | valor=9905
linha=2227 | nome=Lucas | acao=estudou computacao | valor=4155
linha=2228 | nome=Ana | acao=participou da aula | valor=9547
linha=2229 | nome=Karen | acao=escreveu o relatorio | valor=5750
linha=2230 | nome=Karen | acao=escreveu o relatorio | valor=8409
linha=2231 | nome=Bruno | acao=comparou as metricas | valor=5604
linha=2232 | nome=Helena | acao=escreveu o relatorio | valor=2603
linha=2233 | nome=Lucas | acao=analisou os resultados | valor=2496
linha=2234 | nome=Lucas | acao=analisou os resultados | valor=4165
linha=2235 | nome=Renata | acao=fez um experimento | valor=2502
linha=2236 | nome=Bruno | acao=participou da aula | valor=6317
linha=2237 | nome=Eduarda | acao=escreveu o relatorio | valor=6938
linha=2238 | nome=Paulo | acao=analisou os resultados | valor=3229
linha=2239 | nome=Helena | acao=participou da aula | valor=2677
linha=2240 | nome=Joao | acao=escreveu o relatorio | valor=6612
linha=2241 | nome=Renata | acao=participou da aula | valor=8728
linha=2242 | nome=Joao | acao=escreveu o relatorio | valor=9258
linha=2243 | nome=Natalia | acao=participou da aula | valor=1165
linha=2244 | nome=Eduarda | acao=participou da aula | valor=7344
linha=2245 | nome=Otavio | acao=otimizou o algoritmo | valor=8495
linha=2246 | nome=Renata | acao=participou da aula | valor=4991
linha=2247 | nome=Felipe | acao=executou o benchmark | valor=3367
linha=2248 | nome=Otavio | acao=executou o benchmark | valor=8014
linha=2249 | nome=Helena | acao=participou da aula | valor=5858
linha=2250 | nome=Igor | acao=estudou computacao | valor=2584
linha=2251 | nome=Sofia | acao=analisou os resultados | valor=8967
linha=2252 | nome=Gabriela | acao=analisou os resultados | valor=4730
linha=2253 | nome=Natalia | acao=fez um experimento | valor=9673
linha=2254 | nome=Natalia | acao=comparou as metricas | valor=2657
linha=2255 | nome=Igor | acao=fez um experimento | valor=1579
linha=2256 | nome=Bruno | acao=executou o benchmark | valor=5120
linha=2257 | nome=Carlos | acao=otimizou o algoritmo | valor=8696
linha=2258 | nome=Felipe | acao=fez um experimento | valor=7046
linha=2259 | nome=Natalia | acao=escreveu o relatorio | valor=4625
linha=2260 | nome=Mariana | acao=escreveu o relatorio | valor=4433
linha=2261 | nome=Daniela | acao=fez um experimento | valor=1129
linha=2262 | nome=Bruno | acao=executou o benchmark | valor=4857
linha=2263 | nome=Mariana | acao=comparou as metricas | valor=9853
linha=2264 | nome=Eduarda | acao=comparou as metricas | valor=7210
linha=2265 | nome=Bruno | acao=escreveu o relatorio | valor=1495
linha=2266 | nome=Natalia | acao=escreveu o relatorio | valor=8512
linha=2267 | nome=Eduarda | acao=comparou as metricas | valor=8830
linha=2268 | nome=Ana | acao=fez um experimento | valor=2543
linha=2269 | nome=Vitor | acao=fez um experimento | valor=2807
linha=2270 | nome=Joao | acao=comparou as metricas | valor=9957
linha=2271 | nome=Bruno | acao=escreveu o relatorio | valor=2811
linha=2272 | nome=Sofia | acao=participou da aula | valor=2286
linha=2273 | nome=Carlos | acao=analisou os resultados | valor=6717
linha=2274 | nome=Felipe | acao=escreveu o relatorio | valor=4296
linha=2275 | nome=Eduarda | acao=fez um experimento | valor=5455
linha=2276 | nome=Helena | acao=escreveu o relatorio | valor=8982
linha=2277 | nome=Carlos | acao=otimizou o algoritmo | valor=1656
linha=2278 | nome=Mariana | acao=analisou os resultados | valor=5120
linha=2279 | nome=Bruno | acao=otimizou o algoritmo | valor=1494
linha=2280 | nome=Igor | acao=analisou os resultados | valor=7159
linha=2281 | nome=Tiago | acao=comparou as metricas | valor=8187
linha=2282 | nome=Bruno | acao=estudou computacao | valor=7664
linha=2283 | nome=Vitor | acao=participou da aula | valor=4907
linha=2284 | nome=Bruno | acao=estudou computacao | valor=5676
linha=2285 | nome=Daniela | acao=otimizou o algoritmo | valor=1969
linha=2286 | nome=Karen | acao=participou da aula | valor=7620
linha=2287 | nome=Paulo | acao=fez um experimento | valor=4400
linha=2288 | nome=Bruno | acao=estudou computacao | valor=4963
linha=2289 | nome=Sofia | acao=otimizou o algoritmo | valor=7988
linha=2290 | nome=Mariana | acao=comparou as metricas | valor=3268
linha=2291 | nome=Tiago | acao=executou o benchmark | valor=6985
linha=2292 | nome=Helena | acao=estudou computacao | valor=9489
linha=2293 | nome=Bruno | acao=fez um experimento | valor=4052
linha=2294 | nome=Igor | acao=escreveu o relatorio | valor=3403
linha=2295 | nome=Paulo | acao=participou da aula | valor=9741
linha=2296 | nome=Lucas | acao=analisou os resultados | valor=5704
linha=2297 | nome=Ana | acao=escreveu o relatorio | valor=6255
linha=2298 | nome=Renata | acao=participou da aula | valor=6994
linha=2299 | nome=Felipe | acao=comparou as metricas | valor=4936
linha=2300 | nome=Vitor | acao=estudou computacao | valor=5776
linha=2301 | nome=Renata | acao=estudou computacao | valor=8127
linha=2302 | nome=Karen | acao=fez um experimento | valor=4348
linha=2303 | nome=Natalia | acao=fez um experimento | valor=7513
linha=2304 | nome=Daniela | acao=fez um experimento | valor=6360
linha=2305 | nome=Renata | acao=fez um experimento | valor=7280
linha=2306 | nome=Ana | acao=fez um experimento | valor=8354
linha=2307 | nome=Ana | acao=participou da aula | valor=9510
linha=2308 | nome=Bruno | acao=executou o benchmark | valor=5385
linha=2309 | nome=Mariana | acao=otimizou o algoritmo | valor=9314
linha=2310 | nome=Igor | acao=estudou computacao | valor=2639
linha=2311 | nome=Carlos | acao=estudou computacao | valor=9712
linha=2312 | nome=Daniela | acao=participou da aula | valor=1673
linha=2313 | nome=Paulo | acao=participou da aula | valor=6124
linha=2314 | nome=Mariana | acao=escreveu o relatorio | valor=4102
linha=2315 | nome=Tiago | acao=analisou os resultados | valor=5042
linha=2316 | nome=Sofia | acao=escreveu o relatorio | valor=1448
linha=2317 | nome=Igor | acao=otimizou o algoritmo | valor=3510
linha=2318 | nome=Sofia | acao=escreveu o relatorio | valor=3761
linha=2319 | nome=Paulo | acao=comparou as metricas | valor=5754
linha=2320 | nome=Gabriela | acao=executou o benchmark | valor=1846
linha=2321 | nome=Helena | acao=fez um experimento | valor=9548
linha=2322 | nome=Vitor | acao=analisou os resultados | valor=1521
linha=2323 | nome=Lucas | acao=estudou computacao | valor=9679
linha=2324 | nome=Joao | acao=fez um experimento | valor=5519
linha=2325 | nome=Ana | acao=comparou as metricas | valor=9567
linha=2326 | nome=Felipe | acao=otimizou o algoritmo | valor=8733
linha=2327 | nome=Renata | acao=escreveu o relatorio | valor=2873
linha=2328 | nome=Daniela | acao=fez um experimento | valor=6068
linha=2329 | nome=Ana | acao=fez um experimento | valor=4262
linha=2330 | nome=Bruno | acao=comparou as metricas | valor=9664
linha=2331 | nome=Helena | acao=participou da aula | valor=1303
linha=2332 | nome=Helena | acao=fez um experimento | valor=2503
linha=2333 | nome=Daniela | acao=otimizou o algoritmo | valor=9251
linha=2334 | nome=Otavio | acao=analisou os resultados | valor=3028
linha=2335 | nome=Natalia | acao=estudou computacao | valor=5778
linha=2336 | nome=Helena | acao=analisou os resultados | valor=5562
linha=2337 | nome=Joao | acao=fez um experimento | valor=6505
linha=2338 | nome=Carlos | acao=comparou as metricas | valor=6804
linha=2339 | nome=Gabriela | acao=estudou computacao | valor=9280
linha=2340 | nome=Daniela | acao=escreveu o relatorio | valor=9468
linha=2341 | nome=Helena | acao=fez um experimento | valor=2274
linha=2342 | nome=Ana | acao=otimizou o algoritmo | valor=2946
linha=2343 | nome=Natalia | acao=participou da aula | valor=2067
linha=2344 | nome=Ana | acao=escreveu o relatorio | valor=9833
linha=2345 | nome=Gabriela | acao=otimizou o algoritmo | valor=9165
linha=2346 | nome=Mariana | acao=comparou as metricas | valor=2990
linha=2347 | nome=Daniela | acao=otimizou o algoritmo | valor=4872
linha=2348 | nome=Paulo | acao=executou o benchmark | valor=2869
linha=2349 | nome=Lucas | acao=estudou computacao | valor=2453
linha=2350 | nome=Sofia | acao=executou o benchmark | valor=9095
linha=2351 | nome=Lucas | acao=analisou os resultados | valor=1332
linha=2352 | nome=Helena | acao=escreveu o relatorio | valor=3404
linha=2353 | nome=Mariana | acao=estudou computacao | valor=6796
linha=2354 | nome=Joao | acao=comparou as metricas | valor=5406
linha=2355 | nome=Daniela | acao=fez um experimento | valor=8046
linha=2356 | nome=Mariana | acao=executou o benchmark | valor=3870
linha=2357 | nome=Gabriela | acao=comparou as metricas | valor=5149
linha=2358 | nome=Bruno | acao=comparou as metricas | valor=1467
linha=2359 | nome=Paulo | acao=fez um experimento | valor=6816
linha=2360 | nome=Helena | acao=otimizou o algoritmo | valor=5408
linha=2361 | nome=Joao | acao=escreveu o relatorio | valor=5326
linha=2362 | nome=Felipe | acao=participou da aula | valor=5279
linha=2363 | nome=Karen | acao=analisou os resultados | valor=9998
linha=2364 | nome=Vitor | acao=participou da aula | valor=1319
linha=2365 | nome=Bruno | acao=escreveu o relatorio | valor=4646
linha=2366 | nome=Tiago | acao=analisou os resultados | valor=5009
linha=2367 | nome=Joao | acao=otimizou o algoritmo | valor=2990
linha=2368 | nome=Lucas | acao=analisou os resultados | valor=8180
linha=2369 | nome=Otavio | acao=comparou as metricas | valor=9041
linha=2370 | nome=Otavio | acao=executou o benchmark | valor=9965
linha=2371 | nome=Tiago | acao=comparou as metricas | valor=4247
linha=2372 | nome=Gabriela | acao=otimizou o algoritmo | valor=3211
linha=2373 | nome=Karen | acao=analisou os resultados | valor=9751
linha=2374 | nome=Paulo | acao=analisou os resultados | valor=1637
linha=2375 | nome=Lucas | acao=analisou os resultados | valor=1541
linha=2376 | nome=Mariana | acao=fez um experimento | valor=6781
linha=2377 | nome=Renata | acao=comparou as metricas | valor=4967
linha=2378 | nome=Vitor | acao=otimizou o algoritmo | valor=5758
linha=2379 | nome=Felipe | acao=fez um experimento | valor=2612
linha=2380 | nome=Igor | acao=analisou os resultados | valor=6420
linha=2381 | nome=Helena | acao=participou da aula | valor=1910
linha=2382 | nome=Carlos | acao=analisou os resultados | valor=9857
linha=2383 | nome=Igor | acao=participou da aula | valor=7538
linha=2384 | nome=Tiago | acao=fez um experimento | valor=7736
linha=2385 | nome=Paulo | acao=executou o benchmark | valor=1719
linha=2386 | nome=Tiago | acao=estudou computacao | valor=2752
linha=2387 | nome=Mariana | acao=executou o benchmark | valor=8995
linha=2388 | nome=Bruno | acao=escreveu o relatorio | valor=1866
linha=2389 | nome=Karen | acao=comparou as metricas | valor=4061
linha=2390 | nome=Otavio | acao=analisou os resultados | valor=3677
linha=2391 | nome=Otavio | acao=fez um experimento | valor=2235
linha=2392 | nome=Daniela | acao=participou da aula | valor=6302
linha=2393 | nome=Felipe | acao=participou da aula | valor=7014
linha=2394 | nome=Joao | acao=executou o benchmark | valor=2457
linha=2395 | nome=Mariana | acao=otimizou o algoritmo | valor=5026
linha=2396 | nome=Natalia | acao=escreveu o relatorio | valor=1121
linha=2397 | nome=Vitor | acao=estudou computacao | valor=4901
linha=2398 | nome=Gabriela | acao=estudou computacao | valor=1157
linha=2399 | nome=Natalia | acao=analisou os resultados | valor=8370
linha=2400 | nome=Natalia | acao=estudou computacao | valor=3638
linha=2401 | nome=Renata | acao=escreveu o relatorio | valor=1371
linha=2402 | nome=Tiago | acao=escreveu o relatorio | valor=7701
linha=2403 | nome=Bruno | acao=executou o benchmark | valor=1722
linha=2404 | nome=Carlos | acao=participou da aula | valor=6654
linha=2405 | nome=Tiago | acao=participou da aula | valor=1798
linha=2406 | nome=Ana | acao=analisou os resultados | valor=1650
linha=2407 | nome=Daniela | acao=estudou computacao | valor=9435
linha=2408 | nome=Tiago | acao=estudou computacao | valor=3856
linha=2409 | nome=Gabriela | acao=fez um experimento | valor=4889
linha=2410 | nome=Otavio | acao=fez um experimento | valor=1288
linha=2411 | nome=Gabriela | acao=otimizou o algoritmo | valor=6206
linha=2412 | nome=Carlos | acao=comparou as metricas | valor=7493
linha=2413 | nome=Lucas | acao=estudou computacao | valor=4875
linha=2414 | nome=Tiago | acao=estudou computacao | valor=2968
linha=2415 | nome=Felipe | acao=otimizou o algoritmo | valor=5011
linha=2416 | nome=Lucas | acao=participou da aula | valor=7066
linha=2417 | nome=Vitor | acao=participou da aula | valor=3262
linha=2418 | nome=Karen | acao=otimizou o algoritmo | valor=6734
linha=2419 | nome=Carlos | acao=otimizou o algoritmo | valor=3203
linha=2420 | nome=Igor | acao=fez um experimento | valor=2167
linha=2421 | nome=Carlos | acao=analisou os resultados | valor=2921
linha=2422 | nome=Daniela | acao=estudou computacao | valor=1926
linha=2423 | nome=Renata | acao=comparou as metricas | valor=1182
linha=2424 | nome=Eduarda | acao=comparou as metricas | valor=4615
linha=2425 | nome=Renata | acao=comparou as metricas | valor=3052
linha=2426 | nome=Joao | acao=comparou as metricas | valor=7748
linha=2427 | nome=Felipe | acao=executou o benchmark | valor=7280
linha=2428 | nome=Mariana | acao=executou o benchmark | valor=7668
linha=2429 | nome=Felipe | acao=estudou computacao | valor=2481
linha=2430 | nome=Igor | acao=comparou as metricas | valor=7095
linha=2431 | nome=Sofia | acao=fez um experimento | valor=3677
linha=2432 | nome=Karen | acao=estudou computacao | valor=2862
linha=2433 | nome=Eduarda | acao=escreveu o relatorio | valor=5148
linha=2434 | nome=Tiago | acao=executou o benchmark | valor=4977
linha=2435 | nome=Paulo | acao=estudou computacao | valor=3740
linha=2436 | nome=Tiago | acao=executou o benchmark | valor=8111
linha=2437 | nome=Karen | acao=fez um experimento | valor=4712
linha=2438 | nome=Joao | acao=participou da aula | valor=4661
linha=2439 | nome=Lucas | acao=escreveu o relatorio | valor=8264
linha=2440 | nome=Natalia | acao=otimizou o algoritmo | valor=4814
linha=2441 | nome=Felipe | acao=comparou as metricas | valor=7785
linha=2442 | nome=Eduarda | acao=fez um experimento | valor=6109
linha=2443 | nome=Lucas | acao=participou da aula | valor=6850
linha=2444 | nome=Mariana | acao=fez um experimento | valor=1830
linha=2445 | nome=Eduarda | acao=otimizou o algoritmo | valor=1048
linha=2446 | nome=Felipe | acao=otimizou o algoritmo | valor=5127
linha=2447 | nome=Ana | acao=estudou computacao | valor=9003
linha=2448 | nome=Lucas | acao=escreveu o relatorio | valor=2914
linha=2449 | nome=Karen | acao=comparou as metricas | valor=4313
linha=2450 | nome=Karen | acao=estudou computacao | valor=3787
linha=2451 | nome=Daniela | acao=escreveu o relatorio | valor=4102
linha=2452 | nome=Mariana | acao=escreveu o relatorio | valor=5231
linha=2453 | nome=Daniela | acao=fez um experimento | valor=7938
linha=2454 | nome=Otavio | acao=escreveu o relatorio | valor=6675
linha=2455 | nome=Ana | acao=analisou os resultados | valor=7691
linha=2456 | nome=Paulo | acao=participou da aula | valor=7710
linha=2457 | nome=Helena | acao=comparou as metricas | valor=4837
linha=2458 | nome=Gabriela | acao=otimizou o algoritmo | valor=9016
linha=2459 | nome=Daniela | acao=participou da aula | valor=5383
linha=2460 | nome=Vitor | acao=executou o benchmark | valor=5476
linha=2461 | nome=Tiago | acao=escreveu o relatorio | valor=9901
linha=2462 | nome=Gabriela | acao=participou da aula | valor=4940
linha=2463 | nome=Gabriela | acao=estudou computacao | valor=8263
linha=2464 | nome=Tiago | acao=participou da aula | valor=2824
linha=2465 | nome=Otavio | acao=estudou computacao | valor=6598
linha=2466 | nome=Otavio | acao=otimizou o algoritmo | valor=3049
linha=2467 | nome=Natalia | acao=analisou os resultados | valor=5940
linha=2468 | nome=Vitor | acao=otimizou o algoritmo | valor=6760
linha=2469 | nome=Ana | acao=fez um experimento | valor=9326
linha=2470 | nome=Gabriela | acao=executou o benchmark | valor=1637
linha=2471 | nome=Igor | acao=participou da aula | valor=9057
linha=2472 | nome=Mariana | acao=escreveu o relatorio | valor=5476
linha=2473 | nome=Vitor | acao=comparou as metricas | valor=5735
linha=2474 | nome=Eduarda | acao=escreveu o relatorio | valor=7927
linha=2475 | nome=Helena | acao=executou o benchmark | valor=9993
linha=2476 | nome=Otavio | acao=otimizou o algoritmo | valor=4949
linha=2477 | nome=Bruno | acao=comparou as metricas | valor=1073
linha=2478 | nome=Bruno | acao=otimizou o algoritmo | valor=8622
linha=2479 | nome=Paulo | acao=analisou os resultados | valor=5357
linha=2480 | nome=Paulo | acao=executou o benchmark | valor=9925
linha=2481 | nome=Tiago | acao=participou da aula | valor=5988
linha=2482 | nome=Igor | acao=escreveu o relatorio | valor=5321
linha=2483 | nome=Helena | acao=executou o benchmark | valor=7233
linha=2484 | nome=Sofia | acao=otimizou o algoritmo | valor=4413
linha=2485 | nome=Daniela | acao=fez um experimento | valor=3693
linha=2486 | nome=Natalia | acao=otimizou o algoritmo | valor=1174
linha=2487 | nome=Lucas | acao=fez um experimento | valor=3062
linha=2488 | nome=Tiago | acao=fez um experimento | valor=1430
linha=2489 | nome=Gabriela | acao=escreveu o relatorio | valor=6980
linha=2490 | nome=Eduarda | acao=fez um experimento | valor=6834
linha=2491 | nome=Renata | acao=analisou os resultados | valor=2576
linha=2492 | nome=Tiago | acao=analisou os resultados | valor=8086
linha=2493 | nome=Helena | acao=escreveu o relatorio | valor=8790
linha=2494 | nome=Daniela | acao=escreveu o relatorio | valor=6874
linha=2495 | nome=Paulo | acao=comparou as metricas | valor=4801
linha=2496 | nome=Carlos | acao=escreveu o relatorio | valor=3059
linha=2497 | nome=Natalia | acao=executou o benchmark | valor=1438
linha=2498 | nome=Gabriela | acao=analisou os resultados | valor=5687
linha=2499 | nome=Eduarda | acao=comparou as metricas | valor=2575
linha=2500 | nome=Lucas | acao=fez um experimento | valor=7271
linha=2501 | nome=Igor | acao=participou da aula | valor=3690
linha=2502 | nome=Ana | acao=fez um experimento | valor=5024
linha=2503 | nome=Paulo | acao=analisou os resultados | valor=8043
linha=2504 | nome=Bruno | acao=otimizou o algoritmo | valor=1178
linha=2505 | nome=Vitor | acao=escreveu o relatorio | valor=9865
linha=2506 | nome=Otavio | acao=analisou os resultados | valor=5890
linha=2507 | nome=Otavio | acao=estudou computacao | valor=6071
linha=2508 | nome=Carlos | acao=escreveu o relatorio | valor=8373
linha=2509 | nome=Mariana | acao=fez um experimento | valor=2487
linha=2510 | nome=Helena | acao=otimizou o algoritmo | valor=9147
linha=2511 | nome=Karen | acao=fez um experimento | valor=9562
linha=2512 | nome=Gabriela | acao=analisou os resultados | valor=9891
linha=2513 | nome=Daniela | acao=estudou computacao | valor=9730
linha=2514 | nome=Daniela | acao=estudou computacao | valor=9253
linha=2515 | nome=Mariana | acao=otimizou o algoritmo | valor=9002
linha=2516 | nome=Mariana | acao=estudou computacao | valor=4080
linha=2517 | nome=Renata | acao=comparou as metricas | valor=1509
linha=2518 | nome=Ana | acao=executou o benchmark | valor=5086
linha=2519 | nome=Felipe | acao=escreveu o relatorio | valor=3055
linha=2520 | nome=Renata | acao=participou da aula | valor=2092
linha=2521 | nome=Sofia | acao=otimizou o algoritmo | valor=6198
linha=2522 | nome=Karen | acao=estudou computacao | valor=1881
linha=2523 | nome=Helena | acao=executou o benchmark | valor=3728
linha=2524 | nome=Eduarda | acao=escreveu o relatorio | valor=4143
linha=2525 | nome=Eduarda | acao=fez um experimento | valor=5903
linha=2526 | nome=Ana | acao=executou o benchmark | valor=7904
linha=2527 | nome=Bruno | acao=comparou as metricas | valor=2153
linha=2528 | nome=Helena | acao=otimizou o algoritmo | valor=7229
linha=2529 | nome=Mariana | acao=analisou os resultados | valor=4258
linha=2530 | nome=Natalia | acao=otimizou o algoritmo | valor=7062
linha=2531 | nome=Ana | acao=analisou os resultados | valor=2347
linha=2532 | nome=Ana | acao=escreveu o relatorio | valor=9894
linha=2533 | nome=Vitor | acao=analisou os resultados | valor=9550
linha=2534 | nome=Mariana | acao=executou o benchmark | valor=8274
linha=2535 | nome=Carlos | acao=executou o benchmark | valor=1173
linha=2536 | nome=Paulo | acao=comparou as metricas | valor=3877
linha=2537 | nome=Bruno | acao=participou da aula | valor=3370
linha=2538 | nome=Carlos | acao=participou da aula | valor=9975
linha=2539 | nome=Felipe | acao=participou da aula | valor=9152
linha=2540 | nome=Igor | acao=analisou os resultados | valor=1319
linha=2541 | nome=Sofia | acao=estudou computacao | valor=9441
linha=2542 | nome=Igor | acao=analisou os resultados | valor=1136
linha=2543 | nome=Gabriela | acao=otimizou o algoritmo | valor=7243
linha=2544 | nome=Igor | acao=fez um experimento | valor=4706
linha=2545 | nome=Daniela | acao=analisou os resultados | valor=9476
linha=2546 | nome=Helena | acao=analisou os resultados | valor=7744
linha=2547 | nome=Karen | acao=participou da aula | valor=9053
linha=2548 | nome=Paulo | acao=escreveu o relatorio | valor=6257
linha=2549 | nome=Vitor | acao=estudou computacao | valor=6608
linha=2550 | nome=Mariana | acao=analisou os resultados | valor=1636
linha=2551 | nome=Helena | acao=executou o benchmark | valor=8622
linha=2552 | nome=Mariana | acao=fez um experimento | valor=9168
linha=2553 | nome=Natalia | acao=analisou os resultados | valor=6972
linha=2554 | nome=Daniela | acao=executou o benchmark | valor=4550
linha=2555 | nome=Renata | acao=participou da aula | valor=3643
linha=2556 | nome=Tiago | acao=analisou os resultados | valor=6959
linha=2557 | nome=Eduarda | acao=otimizou o algoritmo | valor=3709
linha=2558 | nome=Renata | acao=analisou os resultados | valor=9020
linha=2559 | nome=Felipe | acao=analisou os resultados | valor=4230
linha=2560 | nome=Ana | acao=comparou as metricas | valor=8188
linha=2561 | nome=Ana | acao=participou da aula | valor=2671
linha=2562 | nome=Sofia | acao=escreveu o relatorio | valor=9302
linha=2563 | nome=Joao | acao=escreveu o relatorio | valor=4068
linha=2564 | nome=Gabriela | acao=executou o benchmark | valor=5091
linha=2565 | nome=Karen | acao=escreveu o relatorio | valor=6495
linha=2566 | nome=Helena | acao=fez um experimento | valor=6358
linha=2567 | nome=Sofia | acao=comparou as metricas | valor=9882
linha=2568 | nome=Lucas | acao=escreveu o relatorio | valor=5404
linha=2569 | nome=Bruno | acao=estudou computacao | valor=2612
linha=2570 | nome=Mariana | acao=estudou computacao | valor=3159
linha=2571 | nome=Sofia | acao=escreveu o relatorio | valor=1220
linha=2572 | nome=Joao | acao=comparou as metricas | valor=7578
linha=2573 | nome=Otavio | acao=estudou computacao | valor=6763
linha=2574 | nome=Paulo | acao=escreveu o relatorio | valor=3086
linha=2575 | nome=Daniela | acao=estudou computacao | valor=7913
linha=2576 | nome=Otavio | acao=escreveu o relatorio | valor=6693
linha=2577 | nome=Otavio | acao=estudou computacao | valor=2322
linha=2578 | nome=Daniela | acao=comparou as metricas | valor=6069
linha=2579 | nome=Mariana | acao=participou da aula | valor=6207
linha=2580 | nome=Lucas | acao=estudou computacao | valor=1666
linha=2581 | nome=Joao | acao=escreveu o relatorio | valor=4235
linha=2582 | nome=Tiago | acao=estudou computacao | valor=3044
linha=2583 | nome=Natalia | acao=comparou as metricas | valor=1450
linha=2584 | nome=Sofia | acao=analisou os resultados | valor=1233
linha=2585 | nome=Otavio | acao=analisou os resultados | valor=3567
linha=2586 | nome=Igor | acao=otimizou o algoritmo | valor=2237
linha=2587 | nome=Mariana | acao=fez um experimento | valor=1999
linha=2588 | nome=Paulo | acao=analisou os resultados | valor=8204
linha=2589 | nome=Felipe | acao=otimizou o algoritmo | valor=4153
linha=2590 | nome=Igor | acao=estudou computacao | valor=7852
linha=2591 | nome=Bruno | acao=participou da aula | valor=7937
linha=2592 | nome=Bruno | acao=otimizou o algoritmo | valor=5194
linha=2593 | nome=Bruno | acao=fez um experimento | valor=7027
linha=2594 | nome=Natalia | acao=fez um experimento | valor=4548
linha=2595 | nome=Mariana | acao=fez um experimento | valor=2702
linha=2596 | nome=Daniela | acao=fez um experimento | valor=3894
linha=2597 | nome=Karen | acao=comparou as metricas | valor=5010
linha=2598 | nome=Sofia | acao=participou da aula | valor=2766
linha=2599 | nome=Lucas | acao=comparou as metricas | valor=6384
linha=2600 | nome=Daniela | acao=estudou computacao | valor=1540
linha=2601 | nome=Bruno | acao=comparou as metricas | valor=8453
linha=2602 | nome=Daniela | acao=executou o benchmark | valor=7666
linha=2603 | nome=Joao | acao=comparou as metricas | valor=1810
linha=2604 | nome=Otavio | acao=executou o benchmark | valor=9170
linha=2605 | nome=Karen | acao=executou o benchmark | valor=9658
linha=2606 | nome=Daniela | acao=escreveu o relatorio | valor=5593
linha=2607 | nome=Carlos | acao=otimizou o algoritmo | valor=7809
linha=2608 | nome=Karen | acao=otimizou o algoritmo | valor=4500
linha=2609 | nome=Carlos | acao=otimizou o algoritmo | valor=9730
linha=2610 | nome=Mariana | acao=estudou computacao | valor=9116
linha=2611 | nome=Renata | acao=otimizou o algoritmo | valor=7812
linha=2612 | nome=Paulo | acao=analisou os resultados | valor=7727
linha=2613 | nome=Mariana | acao=executou o benchmark | valor=6820
linha=2614 | nome=Igor | acao=comparou as metricas | valor=6892
linha=2615 | nome=Mariana | acao=executou o benchmark | valor=1183
linha=2616 | nome=Ana | acao=estudou computacao | valor=7780
linha=2617 | nome=Vitor | acao=comparou as metricas | valor=9841
linha=2618 | nome=Eduarda | acao=executou o benchmark | valor=4761
linha=2619 | nome=Lucas | acao=executou o benchmark | valor=9956
linha=2620 | nome=Natalia | acao=otimizou o algoritmo | valor=2412
linha=2621 | nome=Tiago | acao=fez um experimento | valor=6712
linha=2622 | nome=Bruno | acao=analisou os resultados | valor=8025
linha=2623 | nome=Felipe | acao=fez um experimento | valor=6306
linha=2624 | nome=Joao | acao=participou da aula | valor=7763
linha=2625 | nome=Paulo | acao=otimizou o algoritmo | valor=5131
linha=2626 | nome=Mariana | acao=escreveu o relatorio | valor=3038
linha=2627 | nome=Igor | acao=otimizou o algoritmo | valor=2533
linha=2628 | nome=Renata | acao=executou o benchmark | valor=1583
linha=2629 | nome=Lucas | acao=otimizou o algoritmo | valor=8040
linha=2630 | nome=Vitor | acao=otimizou o algoritmo | valor=1147
